t,x,y,z
152.67,-7.767658265977623,-13.36665965547835,15.015407914697873
152.675,-8.049150249561496,-13.80750631338954,15.345479352713445
152.68,-8.338019347331981,-14.250414493071274,15.70833811326302
152.685,-8.634289583200173,-14.693055761104674,16.106259600145556
152.69,-8.937810083084113,-15.132909917074398,16.541116545415964
152.695,-9.248255074910377,-15.567264993571142,17.014379009386914
152.7,-9.565123888614064,-15.993217256191633,17.52711438062878
152.705,-9.887740956140666,-16.407671203540946,18.079987375972983
152.71,-10.215255811438666,-16.80733956722316,18.673260040499066
152.715,-10.546643090470596,-17.188743311855475,19.30679174755375
152.72,-10.880702531205658,-17.548211635058774,19.980039198738293
152.725,-11.216058973621646,-17.881881967459933,20.69205642391192
152.73,-11.551162359704799,-18.1856999726919,21.441494781191295
152.735,-11.884287733451858,-18.45541954739506,22.226602956955688
152.74,-12.213535240862376,-18.68660282121132,23.045226965828473
152.745,-12.536830129950092,-18.874620156793355,23.89481015070393
152.75,-12.85192275073544,-19.014650149798225,24.77239318272993
152.755,-13.156388555247434,-19.101679628889002,25.67461406131227
152.76,-13.44770562932653,-19.13058400135468,26.59758105050533
152.765,-13.724665653026197,-19.09827147537801,27.533943547834486
152.77,-13.985079783281774,-19.002518776154147,28.476232516552123
152.775,-14.226321437891091,-18.841408792416793,29.417828125597083
152.78,-14.445962841498556,-18.613782095778937,30.35217699351246
152.785,-14.64177502558912,-18.31923694073466,31.272792188424205
152.79,-14.811727828489804,-17.958129264658776,32.17325322804642
152.795,-14.953989895369718,-17.53157268780685,33.047206079681395
152.8,-15.066928678240581,-17.04143851331219,33.888363160224266
152.805,-15.149110435954357,-16.490355727197407,34.69050333614408
152.81,-15.199300234207099,-15.881710998357661,35.447471923512545
152.815,-15.216461945536187,-15.219648678571403,36.153180687984644
152.82,-15.199758249321112,-14.5090708024979,36.80160784480354
152.825,-15.148550631783413,-13.755637087677089,37.386798058800586
152.83,-15.062399385986112,-12.96576493452507,37.90286244439802
152.835,-14.94106361183589,-12.146629426352288,38.34397856559765
152.84,-14.784494608823932,-11.306276610011784,38.70455368197839
152.845,-14.593043777500478,-10.457778509926545,38.98747096130083
152.85,-14.368711816471189,-9.610468927561172,39.19654641353703
152.855,-14.11390675504464,-8.77036070039907,39.3329617439368
152.86,-13.831033475736936,-7.943046256208939,39.39843589280819
152.865,-13.522493714278314,-7.1336976130635446,39.39522503551641
152.87,-13.190686059603465,-6.347066379311418,39.326122582486065
152.875,-12.83800595385783,-5.587483753595817,39.194459179199235
152.88,-12.466845692396074,-4.858860524849957,39.00410270619608
152.885,-12.079594423782066,-4.16468707229701,38.75945827907484
152.89,-11.678638149788908,-3.508033365450129,38.46546824849181
152.895,-11.266359725396526,-2.8915489641089924,38.12761220015933
152.9,-10.845138858801162,-2.3174630183737293,37.751906954853716
152.905,-10.417352111401232,-1.7875842686237111,37.34490656840367
152.91,-9.985372897806704,-1.30330104553194,36.913702331697785
152.915,-9.55157148583676,-0.8655812700613708,36.465922770682724
152.92,-9.118317136942514,-0.47495404658126494,36.00969856427851
152.925,-8.68821219100079,-0.12777538339289682,35.54627798648457
152.93,-8.26321474318353,0.1806288885117695,35.07475677093691
152.935,-7.844768767765592,0.4528279439499757,34.59780431936867
152.94,-7.434181204493637,0.6913275102160588,34.117846459614206
152.945,-7.032621958583663,0.8985698670835451,33.63706544560644
152.95,-6.641123900721029,1.0769338468051415,33.157399957376896
